rang;portal;unterbereich_nr;unterbereich;slug_vorschlag;benoetigt_detailkonzept;benoetigt_einzeldossier;benoetigt_online_detailkonzept;benoetigt_online_dossier;downloadpflicht;politische_anschlussfaehigkeit;sdg_sdgplus_bezug;toolbezug;status_alt;status_neu
6;Arbeit & Einkommen / Automatisierung;4;Wirkungseinkommensteuer WEstG;wirkungseinkommensteuer-westg;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
6;Arbeit & Einkommen / Automatisierung;5;Sozialabgaben-Entkopplung;sozialabgaben-entkopplung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
6;Arbeit & Einkommen / Automatisierung;6;Care, Bildung, Ehrenamt und Wirkleistung;care-bildung-ehrenamt-und-wirkleistung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
6;Arbeit & Einkommen / Automatisierung;7;Übergang, Qualifizierung und Resilienz;uebergang-qualifizierung-und-resilienz;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
6;Arbeit & Einkommen / Automatisierung;8;Plattformen, Daten, KI und Arbeit;plattformen-daten-ki-und-arbeit;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
6;Arbeit & Einkommen / Automatisierung;9;Maschinenwertschöpfungsbeitrag;maschinenwertschoepfungsbeitrag;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
6;Arbeit & Einkommen / Automatisierung;10;Wirkungsdividende und Wirkungsfonds;wirkungsdividende-und-wirkungsfonds;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
6;Arbeit & Einkommen / Automatisierung;11;Unternehmens- und Arbeitnehmerperspektive;unternehmens--und-arbeitnehmerperspektive;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
6;Arbeit & Einkommen / Automatisierung;12;Politische Anschlussfähigkeit Arbeit und Einkommen;politische-anschlussfaehigkeit-arbeit-und-einkommen;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
7;Rente & soziale Sicherung;1;Rente als Wirkungsraum;rente-als-wirkungsraum;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
7;Rente & soziale Sicherung;2;Wirkungsrente und Lebenswirkungs-Konto;wirkungsrente-und-lebenswirkungs-konto;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
7;Rente & soziale Sicherung;3;Lebensleistung, Care und Ehrenamt;lebensleistung-care-und-ehrenamt;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
7;Rente & soziale Sicherung;4;Demografische Resilienz und Automatisierung;demografische-resilienz-und-automatisierung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
7;Rente & soziale Sicherung;5;Wirkungsfonds Alters- und Sozialstabilität;wirkungsfonds-alters--und-sozialstabilitaet;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
7;Rente & soziale Sicherung;6;Übergang vom Umlagesystem zur Wirkungsarchitektur;uebergang-vom-umlagesystem-zur-wirkungsarchitektur;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
7;Rente & soziale Sicherung;7;Sozialabgaben-Entkopplung und Beitragsbasis;sozialabgaben-entkopplung-und-beitragsbasis;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
7;Rente & soziale Sicherung;8;Altersarmut, Teilhabe, Gesundheit und Wohnen im Alter;altersarmut-teilhabe-gesundheit-und-wohnen-im-alter;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
7;Rente & soziale Sicherung;9;Private und betriebliche Vorsorge unter Wirkungsbedingungen;private-und-betriebliche-vorsorge-unter-wirkungsbedingungen;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
7;Rente & soziale Sicherung;10;Wirkungsrenten-Rechner und Lebenswirkungs-Konto;wirkungsrenten-rechner-und-lebenswirkungs-konto;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
7;Rente & soziale Sicherung;11;Generationengerechtigkeit und politische Optionen;generationengerechtigkeit-und-politische-optionen;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
7;Rente & soziale Sicherung;12;Politische Anschlussfähigkeit Rente und soziale Sicherung;politische-anschlussfaehigkeit-rente-und-soziale-sicherung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
8;Bildung / Wirkungsschule;1;Bildung als Wirkungsinfrastruktur;bildung-als-wirkungsinfrastruktur;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
8;Bildung / Wirkungsschule;2;Die Wirkungsschule;die-wirkungsschule;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
8;Bildung / Wirkungsschule;3;Wirkungspädagogik;wirkungspaedagogik;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
8;Bildung / Wirkungsschule;4;Fächer neu denken und vernetzen;faecher-neu-denken-und-vernetzen;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
8;Bildung / Wirkungsschule;5;Fach oder Lernfeld Zukunft;fach-oder-lernfeld-zukunft;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
8;Bildung / Wirkungsschule;6;Bewertung, Noten und Wirkungsportfolio;bewertung-noten-und-wirkungsportfolio;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
8;Bildung / Wirkungsschule;7;Wirkungsförderung und Nachhilfe ausserhalb der Schule;wirkungsfoerderung-und-nachhilfe-ausserhalb-der-schule;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
8;Bildung / Wirkungsschule;8;Digitale Mündigkeit und KI-Kompetenz;digitale-muendigkeit-und-ki-kompetenz;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
8;Bildung / Wirkungsschule;9;Demokratie-, Medien- und Wirkungskompetenz;demokratie--medien--und-wirkungskompetenz;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
8;Bildung / Wirkungsschule;10;Schule als Lebens-, Gesundheits- und Wirkungsraum;schule-als-lebens--gesundheits--und-wirkungsraum;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
8;Bildung / Wirkungsschule;11;Inklusion, Vielfalt, Migration und Begabung;inklusion-vielfalt-migration-und-begabung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
8;Bildung / Wirkungsschule;12;Lehrkräfte, Schulleitung, Teams und Bildungsnetzwerke;lehrkraefte-schulleitung-teams-und-bildungsnetzwerke;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
9;Medien, Social Media, Journalismus & Öffentlichkeit;1;Medien und Öffentlichkeit als Wirkungsraum;medien-und-oeffentlichkeit-als-wirkungsraum;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
9;Medien, Social Media, Journalismus & Öffentlichkeit;2;Journalismus Wirkung statt Klicks;journalismus-wirkung-statt-klicks;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
9;Medien, Social Media, Journalismus & Öffentlichkeit;3;Plattformen und Social Media;plattformen-und-social-media;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
9;Medien, Social Media, Journalismus & Öffentlichkeit;4;Creator:innen, Hosts und Influencer:innen;creator-innen-hosts-und-influencer-innen;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
9;Medien, Social Media, Journalismus & Öffentlichkeit;5;Sprache, Frames und Diskurskultur;sprache-frames-und-diskurskultur;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
9;Medien, Social Media, Journalismus & Öffentlichkeit;6;Desinformation, Deepfakes und hybride Einflussnahme;desinformation-deepfakes-und-hybride-einflussnahme;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
9;Medien, Social Media, Journalismus & Öffentlichkeit;7;Algorithmische Verstärkung und Aufmerksamkeitsökonomie;algorithmische-verstaerkung-und-aufmerksamkeitsoekonomie;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
9;Medien, Social Media, Journalismus & Öffentlichkeit;8;Medienkompetenz, Quellenklarheit und Wirkungskompetenz;medienkompetenz-quellenklarheit-und-wirkungskompetenz;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
9;Medien, Social Media, Journalismus & Öffentlichkeit;9;Medienvielfalt, Lokaljournalismus und Finanzierung;medienvielfalt-lokaljournalismus-und-finanzierung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
9;Medien, Social Media, Journalismus & Öffentlichkeit;10;Politische Kommunikation, Wahlkampf und öffentliche Verantwortung;politische-kommunikation-wahlkampf-und-oeffentliche-verantwortung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
9;Medien, Social Media, Journalismus & Öffentlichkeit;11;Medienrecht, Plattformaufsicht und digitale Grundrechte;medienrecht-plattformaufsicht-und-digitale-grundrechte;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
9;Medien, Social Media, Journalismus & Öffentlichkeit;12;Resiliente Öffentlichkeit und Krisenkommunikation;resiliente-oeffentlichkeit-und-krisenkommunikation;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
10;Gesundheit & Pflege;1;Gesundheit als gesellschaftliches Wirkungsfeld;gesundheit-als-gesellschaftliches-wirkungsfeld;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
10;Gesundheit & Pflege;2;Prävention, Gesundheitskassen und Wirkungshaushalt;praevention-gesundheitskassen-und-wirkungshaushalt;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
10;Gesundheit & Pflege;3;Versorgungsräume, Kliniken und Gesundheitsnetzwerke;versorgungsraeume-kliniken-und-gesundheitsnetzwerke;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
10;Gesundheit & Pflege;4;Pflege als Wirkleistung und Pflegeökosystem;pflege-als-wirkleistung-und-pflegeoekosystem;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
10;Gesundheit & Pflege;5;Psychische Gesundheit und soziale Stabilität;psychische-gesundheit-und-soziale-stabilitaet;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
10;Gesundheit & Pflege;6;Gesundheitsgerechtigkeit, Inklusion und Migration;gesundheitsgerechtigkeit-inklusion-und-migration;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
10;Gesundheit & Pflege;7;One Health, Klima, Umwelt und Ernährung;one-health-klima-umwelt-und-ernaehrung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
10;Gesundheit & Pflege;8;Arbeitswelt, Unternehmen und Gesundheitswirkung;arbeitswelt-unternehmen-und-gesundheitswirkung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
10;Gesundheit & Pflege;9;Gesundheitsdaten, KI und Bürgerkontrolle;gesundheitsdaten-ki-und-buergerkontrolle;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
10;Gesundheit & Pflege;10;Finanzierung, Wirkungsfonds und Gesundheitskassen;finanzierung-wirkungsfonds-und-gesundheitskassen;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
10;Gesundheit & Pflege;11;Fachkräfte, Migration, Robotik und Pflegeentlastung;fachkraefte-migration-robotik-und-pflegeentlastung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
10;Gesundheit & Pflege;12;Governance, Wirkungsrat und politische Anschlussfähigkeit;governance-wirkungsrat-und-politische-anschlussfaehigkeit;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
11;Wissenschaft, Innovation & Digitalisierung;1;Wissenschaft als Wirkungsinfrastruktur;wissenschaft-als-wirkungsinfrastruktur;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
11;Wissenschaft, Innovation & Digitalisierung;2;Open Science, Replikation und Forschungsintegrität;open-science-replikation-und-forschungsintegritaet;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
11;Wissenschaft, Innovation & Digitalisierung;3;Wirkungsorientierte Forschung und Missionen;wirkungsorientierte-forschung-und-missionen;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
11;Wissenschaft, Innovation & Digitalisierung;4;Innovation als Systemlernen und Transfer;innovation-als-systemlernen-und-transfer;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
11;Wissenschaft, Innovation & Digitalisierung;5;KI und algorithmische Verantwortung;ki-und-algorithmische-verantwortung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
11;Wissenschaft, Innovation & Digitalisierung;6;Datenräume, Interoperabilität und Wirkungsdaten;datenraeume-interoperabilitaet-und-wirkungsdaten;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
11;Wissenschaft, Innovation & Digitalisierung;7;Digitale öffentliche Infrastruktur und Souveränität;digitale-oeffentliche-infrastruktur-und-souveraenitaet;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
11;Wissenschaft, Innovation & Digitalisierung;8;Cyberresilienz und kritische Wissensinfrastruktur;cyberresilienz-und-kritische-wissensinfrastruktur;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
11;Wissenschaft, Innovation & Digitalisierung;9;Forschungsförderung, Wissensrat und Politikberatung;forschungsfoerderung-wissensrat-und-politikberatung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
11;Wissenschaft, Innovation & Digitalisierung;10;Start-ups, Deep Tech und Wirkungsinnovation;start-ups-deep-tech-und-wirkungsinnovation;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
11;Wissenschaft, Innovation & Digitalisierung;11;Wissenschaftskommunikation und Vertrauensbildung;wissenschaftskommunikation-und-vertrauensbildung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
11;Wissenschaft, Innovation & Digitalisierung;12;Digitale Teilhabe, Kompetenz und Bildung;digitale-teilhabe-kompetenz-und-bildung;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
12;Finanzsystem & Kapital;1;Kapital als Wirkungskraft;kapital-als-wirkungskraft;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
12;Finanzsystem & Kapital;2;Kapitalwirkung statt Kapitalrendite;kapitalwirkung-statt-kapitalrendite;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
12;Finanzsystem & Kapital;3;Portfolio-Wirkungsrating und Kapitalwirkungsindex;portfolio-wirkungsrating-und-kapitalwirkungsindex;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
12;Finanzsystem & Kapital;4;Banken, Wirkungskredite und EBA-Anschluss;banken-wirkungskredite-und-eba-anschluss;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
12;Finanzsystem & Kapital;5;Versicherungen, Versicherbarkeit und Resilienz;versicherungen-versicherbarkeit-und-resilienz;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
12;Finanzsystem & Kapital;6;ESG-Ratings, Börsen und Impact Exchange;esg-ratings-boersen-und-impact-exchange;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
12;Finanzsystem & Kapital;7;Wirkungsfonds als Dacharchitektur;wirkungsfonds-als-dacharchitektur;ja - umfangreich neu/ersetzt Kurzfassung;ja - umfangreich neu/ersetzt Kurzfassung;ja - Volltext;ja - Volltext;DOCX, optional PDF;Pflicht;Pflicht;Pflicht falls Tool existiert/ geplant;zu auditieren;offen
