observation_id,company_id,company_name,year,dimension,woek_field,indicator_id,indicator,raw_value,unit,data_quality_class,source_id,source_url,source_anchor,extraction_method,confidence,note
uwpobs-d172ed2bb4fcda81,uwp100-allianz,Allianz,2024,Mensch,Diversität/Teilhabe,women_management_share,Frauenanteil Management,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-10952908777f1bd5,uwp100-allianz,Allianz,2024,Planet,Energie,renewable_electricity_share,Erneuerbarer Strom,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-0623d1110b268c04,uwp100-allianz,Allianz,2025,Planet,Klima/Transformationspfad,sbti_profile_available,SBTi Zielprofil sicher matchbar,,Status,E,sbti-target-dashboard,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,,official_xlsx_import_no_safe_match,0.0,Kein sicherer SBTi-Match für Allianz im offiziellen Target Dashboard. Das ist keine negative Klimabewertung.
uwpobs-9496c3c2855a7dae,uwp100-allianz,Allianz,2024,Planet,Klima,scope_1_2_ghg_absolute,Scope 1+2 absolut,,t CO2e,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-cdc88db4c356e02d,uwp100-allianz,Allianz,2024,Transformation,EU-Taxonomie,taxonomy_aligned_revenue_share,Taxonomie-konformer Umsatzanteil,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-8244b87c5f87eedb,uwp100-alzchem,Alzchem Group,2024,Demokratie,Steuertransparenz,cbcr_tax_transparency,Country-by-Country Reporting / Steuertransparenz,,Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-66226a3d49c0d279,uwp100-alzchem,Alzchem Group,2024,Demokratie,Datenschutz,data_privacy_incidents,Datenschutzverstöße / Bußgelder,,Anzahl/Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-37562dc592b5a6f9,uwp100-alzchem,Alzchem Group,2024,Demokratie,Lobbying/Einflussnahme,lobbying_transparency,Lobbying-Transparenz,,Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-f2e290c1d51b78bc,uwp100-alzchem,Alzchem Group,2024,Demokratie,Compliance/Whistleblowing,whistleblowing_cases,Whistleblowing-Fälle und Abhilfe,,Anzahl/Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-f4f1bd617f52671e,uwp100-alzchem,Alzchem Group,2024,Mensch,Arbeitssicherheit,ltifr,Lost Time Injury Frequency Rate,,je Mio. Arbeitsstunden,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-fc7e03c9752a42b5,uwp100-alzchem,Alzchem Group,2024,Mensch,Diversität/Teilhabe,women_management_share,Frauenanteil Management,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-23b989f968f4a37a,uwp100-alzchem,Alzchem Group,2024,Planet,Energie,renewable_electricity_share,Erneuerbarer Strom,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-fe4274da016982fa,uwp100-alzchem,Alzchem Group,2025,Planet,Klima/Transformationspfad,sbti_profile_available,SBTi Zielprofil sicher matchbar,,Status,E,sbti-target-dashboard,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,,official_xlsx_import_no_safe_match,0.0,Kein sicherer SBTi-Match für Alzchem Group im offiziellen Target Dashboard. Das ist keine negative Klimabewertung.
uwpobs-bd30f5749e57c229,uwp100-alzchem,Alzchem Group,2024,Planet,Klima,scope_1_2_ghg_absolute,Scope 1+2 absolut,,t CO2e,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-77b23f9d3bc1df4c,uwp100-alzchem,Alzchem Group,2024,Planet,Lieferkette/Klima,scope_3_ghg_absolute,Scope 3 absolut,,t CO2e,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-2e08ac2f23459b17,uwp100-alzchem,Alzchem Group,2024,Transformation,EU-Taxonomie,taxonomy_aligned_revenue_share,Taxonomie-konformer Umsatzanteil,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-dd108b23da5d26c5,uwp100-amadeus-fire,Amadeus FiRe AG,2024,Demokratie,Steuertransparenz,cbcr_tax_transparency,Country-by-Country Reporting / Steuertransparenz,,Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-7d8f5698ee5b6f5e,uwp100-amadeus-fire,Amadeus FiRe AG,2024,Demokratie,Datenschutz,data_privacy_incidents,Datenschutzverstöße / Bußgelder,,Anzahl/Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-5c6d37575b7a8b06,uwp100-amadeus-fire,Amadeus FiRe AG,2024,Demokratie,Lobbying/Einflussnahme,lobbying_transparency,Lobbying-Transparenz,,Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-3a70a96bc7b55972,uwp100-amadeus-fire,Amadeus FiRe AG,2024,Demokratie,Compliance/Whistleblowing,whistleblowing_cases,Whistleblowing-Fälle und Abhilfe,,Anzahl/Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-0a3e3eb28355a32b,uwp100-amadeus-fire,Amadeus FiRe AG,2024,Mensch,Arbeitssicherheit,ltifr,Lost Time Injury Frequency Rate,,je Mio. Arbeitsstunden,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-c3238df257c7011d,uwp100-amadeus-fire,Amadeus FiRe AG,2024,Mensch,Diversität/Teilhabe,women_management_share,Frauenanteil Management,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-285a34542ae8461f,uwp100-amadeus-fire,Amadeus FiRe AG,2024,Planet,Energie,renewable_electricity_share,Erneuerbarer Strom,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-604377b6592ddc91,uwp100-amadeus-fire,Amadeus FiRe AG,2025,Planet,Klima/Transformationspfad,sbti_profile_available,SBTi Zielprofil sicher matchbar,,Status,E,sbti-target-dashboard,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,,official_xlsx_import_no_safe_match,0.0,Kein sicherer SBTi-Match für Amadeus FiRe AG im offiziellen Target Dashboard. Das ist keine negative Klimabewertung.
uwpobs-cc496a2833b4ec5a,uwp100-amadeus-fire,Amadeus FiRe AG,2024,Planet,Klima,scope_1_2_ghg_absolute,Scope 1+2 absolut,,t CO2e,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-4fce1df11c9a0d37,uwp100-amadeus-fire,Amadeus FiRe AG,2024,Planet,Lieferkette/Klima,scope_3_ghg_absolute,Scope 3 absolut,,t CO2e,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-92fc3a3d510e0ffc,uwp100-amadeus-fire,Amadeus FiRe AG,2024,Transformation,EU-Taxonomie,taxonomy_aligned_revenue_share,Taxonomie-konformer Umsatzanteil,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-1525efcea359001a,uwp100-aroundtown,Aroundtown,2024,Demokratie,Steuertransparenz,cbcr_tax_transparency,Country-by-Country Reporting / Steuertransparenz,,Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-0b43926cad8d3626,uwp100-aroundtown,Aroundtown,2024,Demokratie,Datenschutz,data_privacy_incidents,Datenschutzverstöße / Bußgelder,,Anzahl/Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-d5b3c965c3b63906,uwp100-aroundtown,Aroundtown,2024,Demokratie,Lobbying/Einflussnahme,lobbying_transparency,Lobbying-Transparenz,,Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-c1c43d91dc839327,uwp100-aroundtown,Aroundtown,2024,Demokratie,Compliance/Whistleblowing,whistleblowing_cases,Whistleblowing-Fälle und Abhilfe,,Anzahl/Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-cc204e81c0a5fbc4,uwp100-aroundtown,Aroundtown,2024,Mensch,Arbeitssicherheit,ltifr,Lost Time Injury Frequency Rate,,je Mio. Arbeitsstunden,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-107c0bd5aa1509b2,uwp100-aroundtown,Aroundtown,2024,Mensch,Diversität/Teilhabe,women_management_share,Frauenanteil Management,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-6aeffe1d318e83d3,uwp100-aroundtown,Aroundtown,2024,Planet,Energie,renewable_electricity_share,Erneuerbarer Strom,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-b7f8e30378593d69,uwp100-aroundtown,Aroundtown,2025,Planet,Klima/Transformationspfad,sbti_profile_available,SBTi Zielprofil sicher matchbar,,Status,E,sbti-target-dashboard,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,,official_xlsx_import_no_safe_match,0.0,Kein sicherer SBTi-Match für Aroundtown im offiziellen Target Dashboard. Das ist keine negative Klimabewertung.
uwpobs-ab69dc3c65ac32b1,uwp100-aroundtown,Aroundtown,2024,Planet,Klima,scope_1_2_ghg_absolute,Scope 1+2 absolut,,t CO2e,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-c41f1185a610d213,uwp100-aroundtown,Aroundtown,2024,Planet,Lieferkette/Klima,scope_3_ghg_absolute,Scope 3 absolut,,t CO2e,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-95c7bb1f66243e0a,uwp100-aroundtown,Aroundtown,2024,Transformation,EU-Taxonomie,taxonomy_aligned_revenue_share,Taxonomie-konformer Umsatzanteil,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-a42936bde8bf1c64,uwp100-atoss-software,Atoss Software AG,2024,Demokratie,Steuertransparenz,cbcr_tax_transparency,Country-by-Country Reporting / Steuertransparenz,,Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-e82502d207b1f602,uwp100-atoss-software,Atoss Software AG,2024,Demokratie,Datenschutz,data_privacy_incidents,Datenschutzverstöße / Bußgelder,,Anzahl/Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-cb73ed6eb6d2b18b,uwp100-atoss-software,Atoss Software AG,2024,Demokratie,Lobbying/Einflussnahme,lobbying_transparency,Lobbying-Transparenz,,Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-9b937bbeed037f1c,uwp100-atoss-software,Atoss Software AG,2024,Demokratie,Compliance/Whistleblowing,whistleblowing_cases,Whistleblowing-Fälle und Abhilfe,,Anzahl/Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-553a3c0664d1208c,uwp100-atoss-software,Atoss Software AG,2024,Mensch,Arbeitssicherheit,ltifr,Lost Time Injury Frequency Rate,,je Mio. Arbeitsstunden,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-3abc291c6fd6b56b,uwp100-atoss-software,Atoss Software AG,2024,Mensch,Diversität/Teilhabe,women_management_share,Frauenanteil Management,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-8393e14302f0b043,uwp100-atoss-software,Atoss Software AG,2024,Planet,Energie,renewable_electricity_share,Erneuerbarer Strom,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-ff899521a502f9ab,uwp100-atoss-software,Atoss Software AG,2025,Planet,Klima/Transformationspfad,sbti_profile_available,SBTi Zielprofil sicher matchbar,,Status,E,sbti-target-dashboard,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,,official_xlsx_import_no_safe_match,0.0,Kein sicherer SBTi-Match für Atoss Software AG im offiziellen Target Dashboard. Das ist keine negative Klimabewertung.
uwpobs-b3b532a7d5383983,uwp100-atoss-software,Atoss Software AG,2024,Planet,Klima,scope_1_2_ghg_absolute,Scope 1+2 absolut,,t CO2e,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-51326bdab393334b,uwp100-atoss-software,Atoss Software AG,2024,Planet,Lieferkette/Klima,scope_3_ghg_absolute,Scope 3 absolut,,t CO2e,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-8d3a6192e248b3a2,uwp100-atoss-software,Atoss Software AG,2024,Transformation,EU-Taxonomie,taxonomy_aligned_revenue_share,Taxonomie-konformer Umsatzanteil,,%,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-b17c7192a07ec879,uwp100-aurubis,Aurubis,2021,Datenqualität,Quellenstand,sbti_date_updated,SBTi Datenstand,2021-06-17,Datum,A,sbti-target-dashboard,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Aurubis AG,official_xlsx_import:safe_name_match,0.86,SBTi-Zieldaten; kein Nachweis tatsächlicher Emissionsreduktion.
uwpobs-6cf005a2a937f91a,uwp100-aurubis,Aurubis,2021,Demokratie,Rechtskonformität/Umwelt,wikirate_gri_environmental_fines,GRI 307-1 environmental fines,240000,USD,C,wikirate-open-esg,https://wikirate.org/~18036113,https://wikirate.org/~18034529,wikirate_bulk_csv_export,0.62,WikiRate Community-/Sekundärdaten; Antwortseite und Primärquelle prüfen.
uwpobs-845134aebe86bb07,uwp100-aurubis,Aurubis,2023,Mensch,Qualifizierung,wikirate_gri_training_hours,GRI 404-1 average hours of training,21.1,hours,C,wikirate-open-esg,https://wikirate.org/~18818345,https://wikirate.org/~18818238,wikirate_bulk_csv_export,0.62,WikiRate Community-/Sekundärdaten; Antwortseite und Primärquelle prüfen.
uwpobs-3c596300a3da854b,uwp100-aurubis,Aurubis,2022,Mensch,Qualifizierung,wikirate_gri_training_hours,GRI 404-1 average hours of training,15.3,hours,C,wikirate-open-esg,https://wikirate.org/~18034510,https://wikirate.org/~18033821,wikirate_bulk_csv_export,0.62,WikiRate Community-/Sekundärdaten; Antwortseite und Primärquelle prüfen.
uwpobs-f7f2934329477e42,uwp100-aurubis,Aurubis,2023,Mensch,Arbeitssicherheit,wikirate_gri_worker_fatalities,GRI 403-9 worker fatalities,3,count,C,wikirate-open-esg,https://wikirate.org/~18036857,https://wikirate.org/~18036823,wikirate_bulk_csv_export,0.62,WikiRate Community-/Sekundärdaten; Antwortseite und Primärquelle prüfen.
uwpobs-b225aae2820a3844,uwp100-aurubis,Aurubis,2021,Planet,Klima/Transformationspfad,sbti_ba15_date,SBTi Business Ambition 1.5C Datum,2019-12-19,Datum,B,sbti-target-dashboard,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Aurubis AG,official_xlsx_import:safe_name_match,0.86,SBTi-Zieldaten; kein Nachweis tatsächlicher Emissionsreduktion.
uwpobs-69ad1e4bda9b6370,uwp100-aurubis,Aurubis,2021,Planet,Klima/Transformationspfad,sbti_ba15_status,SBTi Business Ambition 1.5C Status,BA1.5 member,Status,B,sbti-target-dashboard,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Aurubis AG,official_xlsx_import:safe_name_match,0.86,SBTi-Zieldaten; kein Nachweis tatsächlicher Emissionsreduktion.
uwpobs-96ab8f4720d18730,uwp100-aurubis,Aurubis,2021,Planet,Klima/Transformationspfad,sbti_full_target_language,SBTi Zieltext,Aurubis AG commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Aurubis AG also commits to reduce scope 3 GHG emissions 24% per ton copper cathode by 2030 from a 2018 base year.,Text,B,sbti-target-dashboard,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Aurubis AG,official_xlsx_import:safe_name_match,0.86,SBTi-Zieldaten; kein Nachweis tatsächlicher Emissionsreduktion.
uwpobs-8ed942e230f78e29,uwp100-aurubis,Aurubis,2021,Planet,Klima/Transformationspfad,sbti_near_term_status,SBTi Near-Term Zielstatus,Targets set,Status,A,sbti-target-dashboard,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Aurubis AG,official_xlsx_import:safe_name_match,0.86,SBTi-Zieldaten; kein Nachweis tatsächlicher Emissionsreduktion.
uwpobs-39e15dbadccdeb21,uwp100-aurubis,Aurubis,2021,Planet,Klima/Transformationspfad,sbti_near_term_target_classification,SBTi Near-Term Zielklassifikation,1.5°C,Klassifikation,A,sbti-target-dashboard,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Aurubis AG,official_xlsx_import:safe_name_match,0.86,SBTi-Zieldaten; kein Nachweis tatsächlicher Emissionsreduktion.
uwpobs-544bce77b98744b3,uwp100-aurubis,Aurubis,2021,Planet,Klima/Transformationspfad,sbti_near_term_target_year,SBTi Near-Term Zieljahr,2030,Jahr,A,sbti-target-dashboard,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Aurubis AG,official_xlsx_import:safe_name_match,0.86,SBTi-Zieldaten; kein Nachweis tatsächlicher Emissionsreduktion.
uwpobs-39a04b0cf8189fd0,uwp100-aurubis,Aurubis,2021,Planet,Klima/Transformationspfad,sbti_target_classification_long,SBTi Zielklassifikation Langtext,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C,Text,B,sbti-target-dashboard,https://files.sciencebasedtargets.org/production/files/companies-excel.xlsx,Aurubis AG,official_xlsx_import:safe_name_match,0.86,SBTi-Zieldaten; kein Nachweis tatsächlicher Emissionsreduktion.
uwpobs-9a5b03a3e93bac7b,uwp100-aurubis,Aurubis,2023,Planet,Energie,wikirate_gri_energy_consumption,GRI 302-1 Total energy consumption,12960000,Gigajoules,C,wikirate-open-esg,https://wikirate.org/~18818589,https://wikirate.org/~18818238,wikirate_bulk_csv_export,0.62,WikiRate Community-/Sekundärdaten; Antwortseite und Primärquelle prüfen.
uwpobs-b55f0f39007acb20,uwp100-aurubis,Aurubis,2022,Planet,Energie,wikirate_gri_energy_consumption,GRI 302-1 Total energy consumption,12996000,Gigajoules,C,wikirate-open-esg,https://wikirate.org/~18033864,https://wikirate.org/~18033845,wikirate_bulk_csv_export,0.62,WikiRate Community-/Sekundärdaten; Antwortseite und Primärquelle prüfen.
uwpobs-955e914b91d05a8e,uwp100-aurubis,Aurubis,2023,Planet,Klima/Emissionen,wikirate_gri_scope1_ghg,GRI 305-1 Scope 1 GHG emissions,553000,tonnes CO2 equivalent,C,wikirate-open-esg,https://wikirate.org/~18818507,https://wikirate.org/~18818238,wikirate_bulk_csv_export,0.62,WikiRate Community-/Sekundärdaten; Antwortseite und Primärquelle prüfen.
uwpobs-ac1ae2dcae5e6df5,uwp100-aurubis,Aurubis,2022,Planet,Klima/Emissionen,wikirate_gri_scope1_ghg,GRI 305-1 Scope 1 GHG emissions,555000,tonnes CO2 equivalent,C,wikirate-open-esg,https://wikirate.org/~18033836,https://wikirate.org/~18033821,wikirate_bulk_csv_export,0.62,WikiRate Community-/Sekundärdaten; Antwortseite und Primärquelle prüfen.
uwpobs-732629a388672524,uwp100-aurubis,Aurubis,2022,Planet,Klima/Emissionen,wikirate_gri_scope2_ghg,GRI 305-2 Scope 2 GHG emissions,769000,tonnes CO2 equivalent,C,wikirate-open-esg,https://wikirate.org/~18033841,https://wikirate.org/~18033821,wikirate_bulk_csv_export,0.62,WikiRate Community-/Sekundärdaten; Antwortseite und Primärquelle prüfen.
uwpobs-3fba13afbd254302,uwp100-aurubis,Aurubis,2023,Planet,Lieferkette/Klima,wikirate_gri_scope3_ghg,GRI 305-3 Scope 3 GHG emissions,4097000,tonnes CO2 equivalent,C,wikirate-open-esg,https://wikirate.org/~18818513,https://wikirate.org/~18818238,wikirate_bulk_csv_export,0.62,WikiRate Community-/Sekundärdaten; Antwortseite und Primärquelle prüfen.
uwpobs-fbb5611ccdc34b2d,uwp100-aurubis,Aurubis,2022,Planet,Lieferkette/Klima,wikirate_gri_scope3_ghg,GRI 305-3 Scope 3 GHG emissions,4113000,tonnes CO2 equivalent,C,wikirate-open-esg,https://wikirate.org/~18033854,https://wikirate.org/~18033821,wikirate_bulk_csv_export,0.62,WikiRate Community-/Sekundärdaten; Antwortseite und Primärquelle prüfen.
uwpobs-ba694c3baf5c5568,uwp100-aurubis,Aurubis,2022,Planet,Abfall/Ressourcen,wikirate_gri_total_waste,GRI 306-2 Total waste generated,212831,tonnes,C,wikirate-open-esg,https://wikirate.org/~18818421,https://wikirate.org/~18818395,wikirate_bulk_csv_export,0.62,WikiRate Community-/Sekundärdaten; Antwortseite und Primärquelle prüfen.
uwpobs-b6aea675034afc73,uwp100-aurubis,Aurubis,2021,Planet,Abfall/Ressourcen,wikirate_gri_total_waste,GRI 306-2 Total waste generated,130053,tonnes,C,wikirate-open-esg,https://wikirate.org/~18035492,https://wikirate.org/~18034529,wikirate_bulk_csv_export,0.62,WikiRate Community-/Sekundärdaten; Antwortseite und Primärquelle prüfen.
uwpobs-7d4ef82edc839859,uwp100-aurubis,Aurubis,2024,Demokratie,Steuertransparenz,cbcr_tax_transparency,Country-by-Country Reporting / Steuertransparenz,,Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-8ed29de4e0478461,uwp100-aurubis,Aurubis,2024,Demokratie,Datenschutz,data_privacy_incidents,Datenschutzverstöße / Bußgelder,,Anzahl/Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-d25c0572b961e072,uwp100-aurubis,Aurubis,2024,Demokratie,Lobbying/Einflussnahme,lobbying_transparency,Lobbying-Transparenz,,Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-34d8cb0284663f9d,uwp100-aurubis,Aurubis,2024,Demokratie,Compliance/Whistleblowing,whistleblowing_cases,Whistleblowing-Fälle und Abhilfe,,Anzahl/Status,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
uwpobs-da2f9171592ae125,uwp100-aurubis,Aurubis,2024,Mensch,Arbeitssicherheit,ltifr,Lost Time Injury Frequency Rate,,je Mio. Arbeitsstunden,E,uwp-required-field-gap,,,required_field_gap_rendered,0.0,"UWP-Kernfeld noch nicht maschinell aus einer versionierten Primärquelle belegt; nicht schätzen, nicht mit 0 füllen."
