sourcePath,sha256,unchanged,pages,textCharacters,signals,reviewScope,disposition
assets/downloads/01_woek_sdgs_agenda2030_referenzrahmen_detailkonzept_v1_0 2.pdf,db8798c06f399f13255daa25d0d6773af3baeb4f49fa1bddc3fd2c58377bbe52,True,8,21786,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/01_konzeptpapier.pdf,fe151865ec6ba35ff1e2d921e2efa631ccc81a029f88cf004fd6bcacb50cf378,True,4,15151,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/02_gesamtdossier.pdf,cc3ac5c4c3ac0a749edb50f8e51bea201b40087b30dbfb8d897e6cdb048d24c0,True,5,14543,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/03_detail_europa_als_wirkungsraum.pdf,dd7e63bb83aa3286a6da9d07306f8c1df2d22d27b71005de9276ae51990d0ccc,True,10,34996,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/04_detail_wirkungsbasierter_handel_lieferketten.pdf,9627aa320ae8e27db1cc9738e6aa0037e1d8850e520fd39f44a12a1ad1898f16,True,10,35130,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/05_detail_cbam_grenzausgleich_externe_kosten.pdf,a49ed6a9cc6684d3a2e22058fdefdb933e999edb5383918a98dae50dc9e03ebd,True,10,35104,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/06_detail_globale_wirkungsgovernance 2.pdf,e4fc55e6ce0201cc4e6832f644986f9149684084717c480e7f56003206a464f3,True,10,34024,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/06_detail_globale_wirkungsgovernance.pdf,d7304d2d6e43e61c3a242d9729df586fc77d425c5bf02c9c93ce24c171e1f38e,True,10,35125,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/07_detail_klimagerechtigkeit_ressourcenfairness.pdf,2ce4467a662e85997d4d4db4b8094e6432df1c9bfe7eb399bffb52e07cbc9914,True,10,35062,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/08_detail_multipolare_ordnung_kulturelle_anschlussfaehigkeit.pdf,9b319a68352d7de37fb775b0c49b0f38b25df9be42917532b7308f685f6f686c,True,10,35298,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/09_detail_globale_resilienz_fruehwarnkooperation 2.pdf,d641ae7731795d12aa6d3976669f528e05e18e7283b3878ab5b90113ab30d307,True,10,33947,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/09_detail_globale_resilienz_fruehwarnkooperation.pdf,bc8aa9f71e95679da40f4d6c0edaa7c737e613132571b20d442edcfd80b4d3bd,True,10,35048,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/10_detail_entwicklungspartnerschaften_wirkungsfonds 2.pdf,960dda7465b38c4dea903b6bc3c91b48736221dc061672be85b76a9641eefd43,True,10,34000,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/10_detail_entwicklungspartnerschaften_wirkungsfonds.pdf,c05b6e0e4f598b8a11f8bcbdf9ef04175ef4ca42e19578c73ef9a3515b8ef04a,True,10,35101,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/11_detail_datenstandards_interoperabilitaet 2.pdf,8f92e56359c1e78f0136260152a3f9ca187ec1707c94593f3fc99b010f3f4bb9,True,10,33992,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/11_detail_datenstandards_interoperabilitaet.pdf,f18be335d9e80db79d40b1c817768f490a66c02fb3e3c90ce0f97f0790deb3f4,True,10,35093,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/12_detail_geopolitische_wirkungsrisiken_desinformation_demokratie.pdf,790a240348edd9bb228889561ecade8f702a2ce1452a9fd55ae7cf0ce7e18ce4,True,10,35254,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/13_wirkungsindikatoren 2.pdf,4c8de8bf480157c4f5a28cfce8d64b379018e21b7933cb6bfa31987885300e69,True,2,5905,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/13_wirkungsindikatoren.pdf,fefbd330e996acb9a5151915821efc650843df339c28b26188ea5d177e861d8b,True,2,6130,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/14_toolkarten 2.pdf,615a1e79451898d995c0f31f6f4404efa4bfe6f624a2cf81abb5a785d7c85dbb,True,2,4125,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/14_toolkarten.pdf,1db3e09fe099fdef21fe07deb82c26b22325671e56291a314226e3a69b514057,True,2,4363,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/15_sdg_sdgplus_block 2.pdf,487ed4d0e13d7ef03bc354bb07a32d425329143dd7b8c4381c63f7e24b0bb033,True,1,2776,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/15_sdg_sdgplus_block.pdf,fd16bb06bc859bc42e7507781603fa892f369a46c2982f8ca2bcaf552746f11e,True,1,2903,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/16_politische_anschlussfaehigkeit 2.pdf,3c8ae7c13c8c89b1a7abeaa1882676a63523d156c558fb753796d30722a2a00d,True,1,2904,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/16_politische_anschlussfaehigkeit.pdf,b90d7f24bd12009017a047b12830e38b721ca2b3f5205e460fb7d9f6f2d91ddc,True,1,3031,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/17_quellen_glossarlinks 2.pdf,222a725e464610b0bf4ab8633c959ac1638463345565f891a47a89624ec5660b,True,1,1726,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/17_quellen_glossarlinks.pdf,a7ec5e70c9cce05d55ed020cc7b830e9abdbeac01323cce73a02cc96ec6a4235,True,1,1853,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/18_buchanker_querverlinkungen 2.pdf,d1c9d91c46faab66e707c33269c866b262c1afb09b72e234720151f7a32270bb,True,1,2059,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/18_buchanker_querverlinkungen.pdf,2d52734e7db7199952c7efcfda443da1fe13fe4065f70311794d7bbbbcd79903,True,1,2186,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-19-internationale-ordnung/WOeK_Rang19_Gesamtpaket_Alle_Inhalte_v1.0.pdf,ab8df40d22161a49a95206fb0352012d29fbc958e6f6ca82ebb6b69e3344d109,True,153,381674,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/00_portalstartseite 2.pdf,9da624958a9d6554fa112be1cb3d878ec535f0e9a6662a95f5283aed9de552ea,True,5,12751,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/00_portalstartseite.pdf,fb628ed9f6c3fb73769f84982e0da6b333872d70093e30e713104c2c66b33f22,True,5,12780,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/01_konzeptpapier 2.pdf,e8cf95fc14948afde2d3d5ebfdc63ee701515308c3c3310a5f7e214b5f15aa6e,True,8,22969,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/01_konzeptpapier.pdf,299be130614bbd6a67b88ca1b5a71b59970496c0316e2e049617eaae6ea51db9,True,8,22989,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/02_gesamtdossier 2.pdf,8eae3433b9de34fa4e84a397f8f5fe7c9db533218bc02b1b5e86c260a071bd8c,True,9,24730,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/02_gesamtdossier.pdf,87ab9ffc98de60f3e736a51ef7f5eb5f6f3677c4fca467e56a79ee4df818ed6c,True,9,24751,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/03_detail_umsetzungspfad 2.pdf,fa0e0b3afb84f3eff71796de4329dbc21ebb5afe47db16fdbf8b3541b3245a77,True,8,20920,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/03_detail_umsetzungspfad.pdf,c9906e7b4867a96ff33807f78435aa138605a1eb1350ef52eebc4572de3c846c,True,8,20944,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/04_detail_pilotkommunen 2.pdf,cc38f347a3202ceea6aefd40e1137abd261469a0ffa1ad46bf90ce79328431d1,True,8,20758,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/04_detail_pilotkommunen.pdf,5ac0f2d4eceeb684e04624cc2f5ec0e8331f546b5f542a3118521be37fb4dff9,True,8,20803,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/05_detail_produkt_beschaffungspiloten 2.pdf,ee239362e251124c2354429cb755b9913317c92d9d6c36964621a970017702d4,True,7,20675,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/05_detail_produkt_beschaffungspiloten.pdf,0fe404ca957068fa3bd1236e0474f8f25d06a66ffb9af1376b42930440988ab7,True,8,20788,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/06_detail_unternehmens_transformationspfade 2.pdf,5526d1d43e440ccc31cc5370e45a028e99000e3a225552704d5e67c5960a5a73,True,8,20678,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/06_detail_unternehmens_transformationspfade.pdf,8f06e8727c48b18b284caeb2e035cf08ce2a68b58d030e4e4b023902ac8069ac,True,8,20723,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/07_detail_wirkungsfonds_brueckenfinanzierung 2.pdf,4c9a6b2cb68b157ae1f8862fa3160a8d9c4a0b45b25a4e1658c33ccb1ac4e320,True,7,20567,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/07_detail_wirkungsfonds_brueckenfinanzierung.pdf,12909130ca6796c90daff5bbacf963d640fa27256bd75379913ded04447f0014,True,8,20707,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/08_detail_wirkungsdaten_versionierung_register 2.pdf,ec358209f719bdda156ca43fd3480751eaadbd28ff00d6d05baca278140cd099,True,7,20495,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/08_detail_wirkungsdaten_versionierung_register.pdf,afdb7e57c3419c71bef7d895f4ba57bd54283da10bc159b55ec18e7e0c1e9ec5,True,8,20639,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/09_detail_reallabore_regulatory_sandboxes 2.pdf,ec3d5a968dfecf6a0155e9b3f2f1a1abd7d35036c8a7deb11df7df5d6fbbd79c,True,7,20507,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/09_detail_reallabore_regulatory_sandboxes.pdf,f46889c1631d98166ee6bbeca25b9fe973a227a694d9faaaccde97eddace3e02,True,8,20626,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/10_detail_soziale_abfederung_kaufkraftschutz 2.pdf,e91c907d319566cf9ca2a9cdd6bcfd93e6f75afdc6eab423531b80549ab35f72,True,7,20460,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/10_detail_soziale_abfederung_kaufkraftschutz.pdf,c987e98a744d47cee9e1a2c9e3de40459fc5d2688c39465b7bb2f33bf294c96c,True,8,20601,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/11_detail_kommunikation_change_partizipation 2.pdf,198aa5f6fce43f110f741140360630e4105a7f689661eb82342d6ba6f2fcc18d,True,7,20563,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/11_detail_kommunikation_change_partizipation.pdf,d81a00f47f008cb27a6da966b4ade3a5ee7f8b55f0b3b16d8ac576425fbe3b69,True,8,20705,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/12_detail_evaluation_rechtsschutz_lernschleifen 2.pdf,2d1b6ab14d683bd23e4e02daaab3b9619a36d72dac0680f3ba956b9bc2de38e1,True,7,20331,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/12_detail_evaluation_rechtsschutz_lernschleifen.pdf,73d3820a145a60217625e5c250f5924a9c4d01df4dd82235d28917be25570429,True,8,20476,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/13_detail_roadmap_2030_2050 2.pdf,19f5101230bfa82f3a813ea3c956f7472a87c920509ffcedc28ee0f0ba58a86e,True,7,20263,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/13_detail_roadmap_2030_2050.pdf,05014fcd0c1e0f5ce526cc694aa7d423d187141d8274ae2c0f77e468dc52265e,True,8,20387,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/14_wirkungsindikatoren 2.pdf,eca98015b2c709e8c282f472c7896728d5f673babe50e1cc9b0e31189bc17aec,True,3,5540,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/14_wirkungsindikatoren.pdf,1489c10978148c81490542b2781077bde63bb326571cad026001ac7b0e1d897b,True,3,5567,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/15_toolkarten 2.pdf,28ce1d9081fecf443a2f5a50cd1f6b6dd30bd129e18f037e3d0694e673933d58,True,3,5540,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/15_toolkarten.pdf,0ac80ece92cdd7847cf4cc78abbef0e734f5ff8563ac3913d83b713979445ffe,True,3,5572,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/16_sdg_sdgplus_block 2.pdf,d2c643556c3f24bc59b02fb48a5163b2e477eec80cb6ebaa8d3a46693b1c5fdf,True,2,3115,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/16_sdg_sdgplus_block.pdf,38bd91dc5f7381a78cd7aef1e71658619559526b41e5992c0bcc9b015cdfa0de,True,2,3141,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/17_politische_anschlussfaehigkeit 2.pdf,d44cd709afb6926337511c6d9c9700eecacef7c4c2e68dd04313fe5bdabb074a,True,3,7168,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/17_politische_anschlussfaehigkeit.pdf,e56a875a90a9b81e3d3002e645e92d060b4de9cd6f67b27ad94e06628adff967,True,3,7195,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/18_quellen_glossarlinks 2.pdf,ad2dcc42a6a37aa554b01a9b80b5fec1e92a939b55a8fc6d4d19e3618ac9c159,True,2,3934,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/18_quellen_glossarlinks.pdf,07d7cfe41d41344613a605ef5d89c9ecae4d61ae9e5addc8bf70cfde62eb3f4d,True,2,3962,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/WOeK_Rang20_Gesamtpaket_Alle_Inhalte_v1.0 2.pdf,77acc584d46b34edf476b548db6ce0ca146f8730f70078e43e1c85c94a1a9b1c,True,105,272748,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-20-transformation-uebergaenge-implementierung/WOeK_Rang20_Gesamtpaket_Alle_Inhalte_v1.0.pdf,5d25c55696c9286974a2734ee8c0edda5515970c49c5683a45fb6ecd2b3f4107,True,115,272752,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/00_portalstartseite 2.pdf,d65f44bbe284ebc5c4833b814f02b0ade83aa265ae7070a1da9c9aeab362c08c,True,3,5494,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/00_portalstartseite.pdf,4545400b85ead10a676a1300403796373707ccee3a9eb10d12f1621192c3f7a6,True,3,5653,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/01_konzeptpapier 2.pdf,7bbf24aa8c8ce2c3945b154b77d13b5cf3adcc95ca0ecef6c37a3070f18e0029,True,4,10906,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/01_konzeptpapier.pdf,af155e8786fa83489cbc6a8ff328c73b5f24a008000807af28ba60e1556b24dd,True,5,11169,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/02_gesamtdossier 2.pdf,fc96d292c5740817b64601e9a206af2834fecfaf9f24bf23e55664a9e6fc04d9,True,8,21123,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/02_gesamtdossier.pdf,1c6856fd5f983fed96489692fe47e4a223de68fbe2324a06d3493252cdbcc89c,True,8,21547,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/03_detail_widerstand_neue_massstaebe 2.pdf,1821eaecd48ff3ac82cd0c80736ead7f810a8f1a8fd33cc6b53b67c120db1ab8,True,7,19392,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/03_detail_widerstand_neue_massstaebe.pdf,55ae0a2d076936278437766c4cac1894133055b6e47d0077e5c0b8cfcbd131b8,True,8,19814,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/04_detail_sdgs_verschwoerungsnarrativ 2.pdf,bf5f2cbe6227af77220b974f271eded926df41efaf121e5890718c1c5dc87be9,True,7,19379,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/04_detail_sdgs_verschwoerungsnarrativ.pdf,02a05ee368ab406769b44db206b164359f800c9beeba31d87f959d4e10dadf5f,True,8,19800,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/05_detail_technokratie_social_credit 2.pdf,783bbeec9e6e8e903c20abb3a93ee37acf645f14a2e489190dbcfeb064c8220e,True,7,19413,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/05_detail_technokratie_social_credit.pdf,f9a9c9cecdcb01586bf0e705e90d63eadaf9c3bf3e26cd07f94c1ff2825652ec,True,8,19835,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/06_detail_wirkungssimulation_manipulation 2.pdf,81e497964380f1f26f302fb0a76074fb19722f1d648220aefe27db2610c024f6,True,7,19378,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/06_detail_wirkungssimulation_manipulation.pdf,43a7d2dbee942ba865c21a2dceb7ac4611ebff5f2f2f59bd02f4e6413f48672e,True,8,19800,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/07_detail_freiheit_markt_planwirtschaft 2.pdf,ba5e7c92f8e7a8666f40455f4b70f5dd1af88b7dc9d1cb42a0f472276baa1a34,True,7,19331,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/07_detail_freiheit_markt_planwirtschaft.pdf,004c8b2d7aa3335c191678d00a390579f3641a7adeef94e1fca5f79755d63d1f,True,8,19753,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/08_detail_fehlbarkeit_korrektur 2.pdf,c88e88b3227edc372943adaf16996a1aa2524cc39b836aa114acf9613abe06ac,True,7,19369,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/08_detail_fehlbarkeit_korrektur.pdf,72b6e4f150d5163ca8c2e9d9b1e1a507983d628f18c6ebcac887c2c885758fe8,True,8,19791,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
assets/downloads/rang-21-kritik-missverstaendnisse-schutzarchitektur/09_detail_datenmacht_datenschutz 2.pdf,5120af26336726b280dd538c7a5c3297528ee7a8c3a91de9be5624d9cad5e921,True,7,19346,0,Whole-file text extraction; seven terminology/logic signals with documented context review; leading-reference/addendum precedence,No signal in this screening; original publication stand retained
