id,category,mpd_dimension,core_field,sdg_or_sdgplus,target,indicator_family,item,definition,unit,polarity,archetype,scoring_mode,source_ids,measurement_type,numerator_denominator,calculation_formula_plain,thresholds,bm,bm_150pct,bm_250pct,non_compensation_red_line,assurance_level_required,data_quality_minimum,publication_readiness,badges
WOK-POL-108,POL / Politik/Regulatorik,Planet,Klima,SDG 13 – Klima,13.2,TSC‑Grenzen (Klima),TSC‑Grenzen (Klima) – DNSH‑Konformität,‚Do No Significant Harm‘ erfüllt,% Aktivitäten,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EU_TAXONOMY,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-POL-109,POL / Politik/Regulatorik,Planet,Klima,SDG 13 – Klima,13.2,TSC‑Grenzen (Klima),TSC‑Grenzen (Klima) – TSC‑Schwellen,Anteil unter technischen TSC‑Grenzen,% Aktivitäten,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EU_TAXONOMY,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-191,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.1,Nährstoffeintrag,Nährstoffeintrag – Entnahme (WSI),Wasserentnahme × Wasserstressindex,m³*WSI,lower_is_better,lower_is_better_abs,benchmark_relative_calibration_required,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_14046; WRI_AQUEDUCT,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,1.0,1.5,2.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-192,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.1,Nährstoffeintrag,Nährstoffeintrag – Reuse,Anteil wiederverwendetes Prozesswasser,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_14046; WRI_AQUEDUCT,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-193,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.1,Nährstoffeintrag,Nährstoffeintrag – Abwasserqualität,Proben > Grenzwert,%,lower_is_better,reg_limit,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; ISO_14046; WRI_AQUEDUCT,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≤50% Grenzwert:+3; ≤75%:+2; ≤100%:0; 101–120%:‑2; >120%:‑3', Polarity='lower_is_better', Archetype='reg_limit'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≤50% Grenzwert:+3; ≤75%:+2; ≤100%:0; 101–120%:‑2; >120%:‑3,1.0,1.2,1.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-194,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.1,Plastikgranulat‑Verlust,Plastikgranulat‑Verlust – Abfallintensität,Abfallmenge je Output,kg/t,lower_is_better,lower_is_better_abs,benchmark_relative_calibration_required,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; EU_WEEE; GERMANY_VERPACKG,lower_is_better_metric,"Wert = gemessene Belastung, Risiko- oder Intensitätskennzahl je funktionaler Einheit; niedriger ist besser.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,1.0,1.5,2.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-195,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.1,Plastikgranulat‑Verlust,Plastikgranulat‑Verlust – Recyclingquote,Anteil verwerteter Abfälle,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; EU_WEEE; GERMANY_VERPACKG,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,50.0,75.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-196,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.1,Plastikgranulat‑Verlust,Plastikgranulat‑Verlust – Gefährlicher Abfall,Gefährlicher Abfall je Output,kg/t,lower_is_better,lower_is_better_abs,benchmark_relative_calibration_required,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; EU_WEEE; GERMANY_VERPACKG,lower_is_better_metric,"Wert = gemessene Belastung, Risiko- oder Intensitätskennzahl je funktionaler Einheit; niedriger ist besser.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,1.0,1.5,2.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-197,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.2,Meeresschutz‑Net Gain,Meeresschutz‑Net Gain – Nettoeffekt,Net Gain/No Net Loss/Net Loss,Qualitativ → Klasse,higher_is_better,higher_is_better_abs,qualitative_biodiversity,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; CBD_GBF; EN_15978,indicator_specific,"Wert gemäß definierter Messgröße; Zähler, Nenner, Einheit, Systemgrenze und Zeitraum je WÖk-ID dokumentieren.","AutoScore = ScoreByThreshold(Messwert, Schwellen='Net Gain:+3; No Net Loss:0; Net Loss:‑2/‑3', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",Net Gain:+3; No Net Loss:0; Net Loss:‑2/‑3,0.5,0.75,0.9,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; qualitative review required; source mapped; exact disclosure missing
WOK-E-198,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.2,Meeresschutz‑Net Gain,Meeresschutz‑Net Gain – Landumwandlung,Neue Flächen mit hohem Risiko,ha/Jahr,lower_is_better,lower_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; CBD_GBF; EN_15978,lower_is_better_metric,"Wert = gemessene Belastung, Risiko- oder Intensitätskennzahl je funktionaler Einheit; niedriger ist besser.","AutoScore = ScoreByThreshold(Messwert, Schwellen='0:+3; ≤1:+2; ≤3:0; ≤5:‑2; >5:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",0:+3; ≤1:+2; ≤3:0; ≤5:‑2; >5:‑3,3.0,4.5,7.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-E-199,E / Umwelt,Planet,Wasser,SDG 14 – Unter Wasser,14.2,Meeresschutz‑Net Gain,Meeresschutz‑Net Gain – Deforestationsfrei,Anteil deforestationsfreie Rohstoffe,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; CBD_GBF; EN_15978,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3,82.0,100.0,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-SC-131,SC / Lieferkette,Planet,Wasser,SDG 14 – Unter Wasser,14.4,Fischerei‑Lieferketten,Fischerei‑Lieferketten – ESG‑Spend‑Coverage,Anteil verifizierter ESG‑Daten am Spend,%,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; OECD_RBC_DD,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3,59.5,89.25,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-SC-132,SC / Lieferkette,Planet,Wasser,SDG 14 – Unter Wasser,14.4,Fischerei‑Lieferketten,Fischerei‑Lieferketten – Kinder/Zwangsarbeit,Audits ohne Verstöße,% Lieferanten,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; OECD_RBC_DD,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3,82.0,100.0,100.0,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-SC-133,SC / Lieferkette,Planet,Wasser,SDG 14 – Unter Wasser,14.4,Fischerei‑Lieferketten,Fischerei‑Lieferketten – Scope‑3 Daten,Primärdaten‑Abdeckung,% Kategorien,higher_is_better,higher_is_better_pct,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GHG_PROTOCOL_SCOPE3; GHG_PROTOCOL_PRODUCT; ISO_14064,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥80:+3; 60–79:+2; 40–59:0; 20–39:‑2; <20:‑3', Polarity='higher_is_better', Archetype='higher_is_better_pct'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≥80:+3; 60–79:+2; 40–59:0; 20–39:‑2; <20:‑3,49.5,74.25,100.0,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-G-167,G / Governance,Planet,Wasser,SDG 14 – Unter Wasser,14.1,Abwasser Compliance Küsten,Abwasser Compliance Küsten – Antikorruption,Bestätigte Fälle/1.000 FTE,Fälle/1.000 FTE,lower_is_better,near_zero_better,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; ISO_14046; WRI_AQUEDUCT,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='0:+3; ≤0,2:+2; ≤0,5:0; ≤1:‑2; >1:‑3', Polarity='lower_is_better', Archetype='near_zero_better'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","0:+3; ≤0,2:+2; ≤0,5:0; ≤1:‑2; >1:‑3",0.5,0.75,1.25,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-G-168,G / Governance,Planet,Wasser,SDG 14 – Unter Wasser,14.1,Abwasser Compliance Küsten,Abwasser Compliance Küsten – Whistleblowing,Wirksamkeits‑Score,0–1,higher_is_better,reg_limit,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; ISO_14046; WRI_AQUEDUCT,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≥0,9:+3; 0,75–0,89:+2; 0,6–0,74:0; 0,4–0,59:‑2; <0,4:‑3', Polarity='higher_is_better', Archetype='reg_limit'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≥0,9:+3; 0,75–0,89:+2; 0,6–0,74:0; 0,4–0,59:‑2; <0,4:‑3",0.6699999999999999,1.0,1.0,Ja,hoch: externe Prüfung / reasonable assurance für kritische Risiken,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; red line; source mapped; exact disclosure missing
WOK-G-169,G / Governance,Planet,Wasser,SDG 14 – Unter Wasser,14.1,Abwasser Compliance Küsten,Abwasser Compliance Küsten – Steuertransparenz,CbCR‑Offenlegung,0–1,higher_is_better,reg_limit,qualitative_ordinal,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; EC_CSRD; EFRAG_ESRS_SET1; EFRAG_ESRS_IG; GRI_STANDARDS; GRI_DOWNLOAD; ISO_14046; WRI_AQUEDUCT,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='vollständig:+3; teilweise:+2; minimal:0; schlecht:‑2', Polarity='higher_is_better', Archetype='reg_limit'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",vollständig:+3; teilweise:+2; minimal:0; schlecht:‑2,1.0,1.2,1.5,Nein,"mittel: limited assurance, später reasonable assurance je Relevanz",Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: strukturell vollständig; wissenschaftliche Validierung empfohlen,public research; not official; formula-ready; qualitative review required; source mapped; exact disclosure missing
WOK-SYS-140,SYS / System,Planet,Wasser,SDG 14 – Unter Wasser,14.a,Meeres‑Kooperationen,Meeres‑Kooperationen – Index,umsatzgewichteter Index (z. B. Demokratie/Rule of Law),0–1,higher_is_better,higher_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; WJP_RULE_OF_LAW; VDEM; SOCIAL_VALUE_SROI,index_0_1,"Wert = gewichteter Kriterienindex von 0 bis 1; Kriterien, Gewichtung und Nachweis je WÖk-ID offenlegen.","AutoScore = ScoreByThreshold(Messwert, Schwellen='≥0,8:+3; 0,7–0,79:+2; 0,6–0,69:0; 0,5–0,59:‑2; <0,5:‑3', Polarity='higher_is_better', Archetype='higher_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).","≥0,8:+3; 0,7–0,79:+2; 0,6–0,69:0; 0,5–0,59:‑2; <0,5:‑3",0.645,0.9675,1.0,Nein,mittel: fachliche Plausibilisierung und Quellenprüfung,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
WOK-SYS-141,SYS / System,Planet,Wasser,SDG 14 – Unter Wasser,14.a,Meeres‑Kooperationen,Meeres‑Kooperationen – Exposure,Umsatz in Hochrisikoländern,%,lower_is_better,lower_is_better_abs,threshold_numeric_and_benchmark,UN_SDG_GOALS; UN_SDG_INDICATORS; UN_SDG_METADATA; EUROSTAT_NACE; SOCIAL_VALUE_SROI,share_percent,Zähler: erfüllte / abgedeckte Fälle; Nenner: relevante Grundgesamtheit; Wert = Zähler / Nenner * 100.,"AutoScore = ScoreByThreshold(Messwert, Schwellen='≤5:+3; 6–10:+2; 11–20:0; 21–30:‑2; >30:‑3', Polarity='lower_is_better', Archetype='lower_is_better_abs'). BenchmarkScore = ScoreByBenchmark(Messwert, BM, BM_150pct, BM_250pct). FinalScore = MIN(AutoScore, BenchmarkScore, RedLineScore). Tax_Rate = WUStG-Mapping(FinalScore).",≤5:+3; 6–10:+2; 11–20:0; 21–30:‑2; >30:‑3,15.5,23.25,38.75,Nein,mittel: fachliche Plausibilisierung und Quellenprüfung,Quelle + Einheit + Systemgrenze + Zeitraum + Prüfnachweis; bei Datenlücke konservative Default-/Proxylogik markieren,public_research: operationalisierbar; empirische Benchmark-Kalibrierung erforderlich,public research; not official; formula-ready; benchmark calibration required; source mapped; exact disclosure missing
